id	file_name	title	composer	musicbrainz_id	musicbrainz_composer	musicbrainz_lyricist	musicbrainz_type	wikidata_id	wikidata_description	wikidata_allmusic	wiki_link
640	dataset/jazz1350/It's Magic.xml	It's Magic	Jule Styne	f1512348-3c71-4e33-bee2-baab596c65a2	['Jule Styne']	['Sammy Cahn']	Song	Q6090280	song performed by James Brown		https://en.wikipedia.org/wiki/It%27s_Magic
641	dataset/jazz1350/It's Only a Paper Moon.xml	It's Only a Paper Moon	Harold Arlen	28e35529-efef-3926-972f-2bb9171cdfa1	['Harold Arlen']	['Billy Rose', 'Yip Harburg']	Song	Q387410	"original show tune composed by Harold Arlen with words by Yip Harburg and Billy Rose; from the 1932 musical ""The Great Magoo"""	mc0002449276	https://en.wikipedia.org/wiki/It%27s_Only_a_Paper_Moon
642	dataset/jazz1350/It's The Talk Of The Town.xml	It's The Talk Of The Town	Jerry Livingston	ca74b0e0-b896-496f-8263-6de54a4e4821	['Jerry Livingston']	['Al J. Neiburg', 'Marty Symes']	Song	Q6091474	original song composed by Jerry Livingston, lyrics by Al J. Neiburg and Marty Symes	mc0002508072	https://en.wikipedia.org/wiki/It%27s_the_Talk_of_the_Town
643	dataset/jazz1350/It's You Or No One.xml	It's You Or No One	Jule Styne	be901f99-30ca-31ef-b1a5-5c85d725fab9	['Jule Styne', 'Sammy Cahn']	['Sammy Cahn']	Song	Q31837613	song		
644	dataset/jazz1350/Jackie-ing.xml	Jackie-ing	Thelonious Monk	9e2faeaf-8054-3b1a-8ebf-91e7c0962c54	['Thelonious Monk']	[]					
645	dataset/jazz1350/Jaco.xml	Jaco	Pat Metheny	98cbd1d6-604d-4a30-84fe-be653a5856e5	['Pat Metheny']	[]	Song				
646	dataset/jazz1350/James.xml	James	Pat Metheny	de481d05-d2a8-369d-b1dc-567b5ea2c2bf	['Lyle Mays', 'Pat Metheny']	[]					
647	dataset/jazz1350/Jazz Folk.xml	Jazz Folk	John Abercrombie	d0a99a6d-668f-3d5a-8014-4732f4107fa8	['John Beasley']	[]					
648	dataset/jazz1350/Je Ne Sais Pas.xml	Je Ne Sais Pas	Hampton-Jones		[]	[]					
649	dataset/jazz1350/Jeannie's Song.xml	Jeannie's Song	Marchel Ivery		[]	[]					
650	dataset/jazz1350/Jeannine.xml	Jeannine	Duke Pearson	18a6bd7e-0729-443d-8fa7-792ff92cd8e2	['Duke Pearson', 'Oscar Brown Jr.']	[]	Song				
651	dataset/jazz1350/Jeepers Creepers.xml	Jeepers Creepers	Harry Warren	ce499a6a-4e08-3c13-8491-4d055f3233e7	['Harry Warren']	['Johnny Mercer']	Song	Q6172950	"original song composed by Harry Warren, lyrics by Johnny Mercer; from the 1938 film ""Going Places"""	mc0002455637	https://en.wikipedia.org/wiki/Jeepers_Creepers_(song)
652	dataset/jazz1350/Jersey Bounce.xml	Jersey Bounce	Plater-Bradshaw-Johnson	dedfa4c9-cc8b-3bb4-ad1b-c0c7a571f0ea	['Bobby Plater', 'Edward Johnson', 'Tiny Bradshaw']	['Buddy Feyne']	Song	Q6184760	song performed by Glenn Miller		https://en.wikipedia.org/wiki/Jersey_Bounce
653	dataset/jazz1350/Jinrikisha.xml	Jinrikisha	Joe Henderson	f05fbc30-645d-4804-940a-f3f7978b1f60	['Joe Henderson']	[]	Song				
654	dataset/jazz1350/Jitterbug Waltz.xml	Jitterbug Waltz	Fats Waller	63c59763-703b-3b9f-bc2c-c1803c4087db	['Fats Waller', 'Richard Maltby']	[]	Song				
655	dataset/jazz1350/Jody Grind, The.xml	Jody Grind, The	Horace Silver	d54f5681-2e1f-4f1b-95e6-5f12db768c0a	['Horace Silver']	[]	Song				
656	dataset/jazz1350/Joker, The.xml	Joker, The	Lee Morgan	22eb929f-475e-4a60-8030-39355e55be26	['LEEZ', '달수빈']	['LEEZ', '달수빈']	Song				
657	dataset/jazz1350/Jordu.xml	Jordu	Duke Jordan	54f9a704-dd4e-4018-9e6b-7c52134b61a5	['Duke Jordan']	[]	Song	Q6277539	song composed by Duke Jordan		https://en.wikipedia.org/wiki/Jordu
658	dataset/jazz1350/Joshua.xml	Joshua	Victor Feldman	648674fc-4f70-4054-906a-fae658431611	['Victor Feldman']	[]	Song				
659	dataset/jazz1350/Joy Spring.xml	Joy Spring	Clifford Brown	26e91ad4-96bb-3177-876d-3476d2f8f506	['Clifford Brown']	[]	Song				
660	dataset/jazz1350/Juju.xml	Juju	Wayne Shorter	3d18874a-bf63-459b-9f53-d25ff65c0249	['Wayne Shorter']	[]	Song				
661	dataset/jazz1350/Jumpin With Symphony Sid.xml	Jumpin With Symphony Sid	Lester Young	a0170c8e-e072-38a8-a2c6-73eb2148d143	['Lester Young']	[]	Song				
662	dataset/jazz1350/Just A Gigolo.xml	Just A Gigolo	Leonello Casucci	40d79e5d-724d-43e7-ac85-95b64c325d27	['Leonello Casucci']	['Julius Brammer']	Song	Q1405817	Austrian 1929 song		https://en.wikipedia.org/wiki/Just_a_Gigolo_(song)
663	dataset/jazz1350/Just A-Sittin' And A-Rockin.xml	Just A-Sittin' And A-Rockin	Ellington-Strayhorn-Gaines	20ce78e8-478d-44bb-b9cd-165b49ed813a	['Billy Strayhorn', 'Duke Ellington']	['Lee Gaines']	Song	Q602591	single		https://en.wikipedia.org/wiki/Just_A-Sittin%27_and_A-Rockin%27
664	dataset/jazz1350/Just Friends.xml	Just Friends	John Klenner	c06b8498-ad26-3048-ac3b-c3acb5087885	['John Klenner']	['Sam M. Lewis']	Song	Q6316000	original song composed by John Klenner, lyrics by Sam M. Lewis	mc0002517933	https://en.wikipedia.org/wiki/Just_Friends_(John_Klenner_and_Sam_M._Lewis_song)
665	dataset/jazz1350/Just In Time.xml	Just In Time	Jule Styne	ded21744-8923-3f96-919e-340a683bd64c	['Jule Styne']	['Adolph Green', 'Betty Comden']	Song	Q6316668	"original show tune composed by Jule Styne, lyrics by Betty Comden and Adolph Green; from the 1956 musical ""Bells Are Ringing"""	mc0002410235	https://en.wikipedia.org/wiki/Just_in_Time_(song)
666	dataset/jazz1350/Just In Tune.xml	Just In Tune	John Abercrombie	98a5c271-7e3c-4860-b1c2-6ce912b898a7	['John Abercrombie']	[]	Song				
667	dataset/jazz1350/Just One More Chance.xml	Just One More Chance	Johnston-Coslow	828c2e59-b6f9-4b4a-8e8c-f22fd6185ff6	['Arthur Johnston']	['Sam Coslow']	Song				
668	dataset/jazz1350/Just One Of Those Things.xml	Just One Of Those Things	Cole Porter	fd8ca95a-27d4-3dda-bc43-36ab7a3b691c	['Cole Porter']	['Cole Porter']	Song	Q12715930	"original show tune written and composed by Cole Porter; from the 1935 musical ""Jubilee"""	mc0002508959	https://en.wikipedia.org/wiki/Just_One_of_Those_Things_(song)
669	dataset/jazz1350/Just Squeeze Me.xml	Just Squeeze Me	Duke Ellington	3e1df776-f8fb-419f-9a7e-25a22ef6295a	['Duke Ellington']	['Lee Gaines']	Song	Q6316371	Just Squeeze Me		https://en.wikipedia.org/wiki/Just_Squeeze_Me_(But_Please_Don%27t_Tease_Me)
670	dataset/jazz1350/Just You, Just Me.xml	Just You, Just Me	Jesse Greer	e4e2860a-5d1c-3f92-84aa-348b554a512e	['Jesse Greer']	['Raymond Klages']	Song	Q6316474	song performed by Judy Garland		https://en.wikipedia.org/wiki/Just_You,_Just_Me
671	dataset/jazz1350/Kary's Trance.xml	Kary's Trance	Lee Konitz	ab5d3b8c-bfa6-4d81-bb73-b1af25bbc08b	['Lee Konitz']	[]	Song				
672	dataset/jazz1350/Katrina Ballerina.xml	Katrina Ballerina	Woody Shaw	506d330c-c308-47b2-aff5-42dd17715587	['Woody Shaw']	[]	Song				
673	dataset/jazz1350/Keepin' Myself For You.xml	Keepin' Myself For You	Vincent Youmans	a4ce9d5b-ae5e-4fef-98b5-3bac01b9f017	['Vincent Youmans']	['Sidney Clare']	Song				
674	dataset/jazz1350/Kicker, The.xml	Kicker, The	Joe Henderson	f8eb5913-5683-4949-b351-7efc3c2f3e29	['Joe Henderson']	[]	Song				
675	dataset/jazz1350/Kids Are Pretty People.xml	Kids Are Pretty People	Thad Jones	47c788b3-e8c7-4c47-924d-4343394e7d48	['Thad Jones']	[]	Song				
676	dataset/jazz1350/Killer Joe.xml	Killer Joe	Benny Golson	9b45a7f6-c481-4c08-8b49-0956d2d2021a	['Benny Golson']	[]	Song				
677	dataset/jazz1350/Ko Ko.xml	Ko Ko	Charlie Parker	cbadd579-21a6-35f1-aa23-0881636583ec	['Charlie Parker']	[]	Song	Q3816043	jazz tune composed by Charlie Parker		https://en.wikipedia.org/wiki/Ko-Ko
678	dataset/jazz1350/L-O-V-E.xml	L-O-V-E	Gabler-Kaempfert	e870c7fb-df15-350a-9b50-6babece181ea	['Bert Kaempfert']	['Milt Gabler']	Song	Q1535561	1964 single by Nat King Cole		https://en.wikipedia.org/wiki/L-O-V-E
679	dataset/jazz1350/La Fiesta.xml	La Fiesta	Chick Corea	39f7efa2-be1b-4dc9-b890-8417f60e729e	['Chick Corea']	[]	Song				
680	dataset/jazz1350/La Vie En Rose.xml	La Vie En Rose	Louiguy-Piaf	96ce1e7c-dce0-4d6b-9722-30166b8397c7	['Louiguy', 'Édith Piaf']	['Édith Piaf']	Song	Q11986	original song composed by Louis Guglielmi, lyrics by Édith Piaf		https://en.wikipedia.org/wiki/La_Vie_en_rose
681	dataset/jazz1350/Ladies In Mercedes.xml	Ladies In Mercedes	Steve Swallow	febb4273-2287-4eba-95d3-dd0207d1dffe	['Steve Swallow']	[]					
682	dataset/jazz1350/Lady Bird.xml	Lady Bird	Tadd Dameron	b3ee84fd-9741-4532-a6a9-952e60d9c0d8	['Tadd Dameron']	[]	Song				
683	dataset/jazz1350/Lady is a Tramp, The.xml	Lady is a Tramp, The	Richard Rodgers	6d404a68-9114-3491-b079-5d5bba161bb7	['Richard Rodgers']	['Lorenz Hart']	Song	Q861675	"original show tune written and composed by Rodgers and Hart; from the 1937 musical ""Babes in Arms"""	mc0002373852	https://en.wikipedia.org/wiki/The_Lady_Is_a_Tramp
684	dataset/jazz1350/Lady's In Love With You, The.xml	Lady's In Love With You, The	Burton Lane	c2975ef7-1ced-4467-9062-fabc7c61fa87	['Burton Lane']	['Frank Loesser']	Song				
685	dataset/jazz1350/Lakes.xml	Lakes	Pat Metheny	402b54a1-9b06-4cd9-ab88-afbcd547fad3	['Pat Metheny']	[]	Song				
686	dataset/jazz1350/Lament.xml	Lament	J.J. Johnson	4ade842e-e4cd-3bba-8b24-e7d55acd7de3	['J.J. Johnson']	[]					
687	dataset/jazz1350/Lamp Is Low, The.xml	Lamp Is Low, The	DeRose-Shefter	d348ef0d-7c4b-4e43-b96c-5d6c6570a1a8	['Bert Shefter', 'Maurice Ravel', 'Peter de Rose']	['Mitchell Parish']	Song	Q7745299	song performed by Mildred Bailey		https://en.wikipedia.org/wiki/The_Lamp_Is_Low
688	dataset/jazz1350/Last Night When We Were Young.xml	Last Night When We Were Young	Harold Arlen	b9a1e363-67a2-362f-8482-29525ebeac33	['Harold Arlen']	['Yip Harburg']	Song	Q16386610	original song composed by Harold Arlen, lyrics by Yip Harburg	mc0002449682	https://en.wikipedia.org/wiki/Last_Night_When_We_Were_Young
689	dataset/jazz1350/Last Time I Saw Paris, The.xml	Last Time I Saw Paris, The	Henry Mancini		[]	[]					
690	dataset/jazz1350/Last Train Home.xml	Last Train Home	Pat Metheny	df7fbe72-81c8-4274-8922-2d63fe026478	['Pat Metheny']	[]	Song				
691	dataset/jazz1350/Laura.xml	Laura	David Raksin	e94668c6-dcf8-33f0-99fd-b0037e681fa0	['David Raksin']	['Johnny Mercer']	Song	Q3827723	"lyrical adaptation of ""Laura"" by David Raksin, lyrics written by Johnny Mercer"		https://en.wikipedia.org/wiki/Laura_(1945_song)
692	dataset/jazz1350/Laurie.xml	Laurie	Bill Evans	7d994829-ad9b-4413-9d9d-df798dc108b5	['Bill Evans']	[]	Song				
693	dataset/jazz1350/Lazy Afternoon.xml	Lazy Afternoon	Latouche-Moross	6c3b9337-bb22-4403-9597-0e41f0c05252	['Jerome Moross']	['John Latouche']	Song				
694	dataset/jazz1350/Lazy Bird.xml	Lazy Bird	John Coltrane	af918392-2475-3f04-8603-e16703543043	['John Coltrane']	[]	Song				
695	dataset/jazz1350/Lazy River.xml	Lazy River	Hoagy Carmichael	edb44133-e487-34d5-9bcf-5404fb8797da	['Hoagy Carmichael', 'Sidney Arodin']	[]	Song	Q2313741	original song written and composed by Sidney Arodin and Hoagy Carmichael	mc0002433738	https://en.wikipedia.org/wiki/(Up_A)_Lazy_River
696	dataset/jazz1350/Lazybones.xml	Lazybones	Carmichael-Mercer	79b054ee-5d88-3f1c-9808-ffc5b19899fc	['Hoagy Carmichael']	['Mitchell Parish']	Song	Q1543022	"lyrical adaptation; version of the original instrumental ""Stardust"" composed by Hoagy Carmichael with lyrics added by Mitchell Parish"		https://en.wikipedia.org/wiki/Stardust_(1927_song)
697	dataset/jazz1350/Leaving.xml	Leaving	Richie Beirach	927420af-1b77-4097-bc74-e761d87d3d79	['Richie Beirach']	[]					
698	dataset/jazz1350/Leila.xml	Leila	Wes Montgomery		[]	[]					
699	dataset/jazz1350/Lennie's Pennies.xml	Lennie's Pennies	Lennie Tristano	dc61edd1-f80b-4848-ad23-f797f9740973	['Lennie Tristano']	[]	Song				
700	dataset/jazz1350/Lennie-Bird.xml	Lennie-Bird	Lennie Tristano	dc61edd1-f80b-4848-ad23-f797f9740973	['Lennie Tristano']	[]	Song				
701	dataset/jazz1350/Let There Be Love.xml	Let There Be Love	Rand-Grant	a788db1a-6a18-3e59-8939-8a15cc6a2063	['Lionel Rand']	['Ian Grant']	Song	Q17146292	popular song with music by Lionel Rand and lyrics by Ian Grant, published in 1940	mc0002578783	https://en.wikipedia.org/wiki/Let_There_Be_Love_(1940_song)
702	dataset/jazz1350/Let There Be You.xml	Let There Be You	Young-Cavanaugh	62ea3144-4889-30ad-8f7b-baa0f5caf27e	['Angus Young', 'Bon Scott', 'Malcolm Young']	[]	Song	Q2603602	song by AC/DC		https://en.wikipedia.org/wiki/Let_There_Be_Rock_(song)
703	dataset/jazz1350/Let's Call The Whole Thing Off.xml	Let's Call The Whole Thing Off	George Gershwin	15383737-696c-36bb-a21f-2e8940fae6c9	['George Gershwin']	['Ira Gershwin']	Song	Q3367331	1937 song composed by George Gershwin with lyrics by Ira Gershwin performed by Louis Armstrong		https://en.wikipedia.org/wiki/Let%27s_Call_the_Whole_Thing_Off
704	dataset/jazz1350/Let's Call This.xml	Let's Call This	Thelonious Monk	0c87e9ef-ca06-4933-ab66-2290e95a8018	['Thelonious Monk']	[]	Song				
705	dataset/jazz1350/Let's Cool One.xml	Let's Cool One	Thelonious Monk	f138b376-72a8-3338-842c-daf774164548	['Thelonious Monk']	[]	Song				
706	dataset/jazz1350/Let's Do It (Let's Fall In Love).xml	Let's Do It (Let's Fall In Love)	Cole Porter	7ac9802d-a87d-45cf-b6aa-1160a049cabb	['Cole Porter']	['Cole Porter', 'Noël Coward']	Song				
707	dataset/jazz1350/Let's Face The Music And Dance.xml	Let's Face The Music And Dance	Irving Berlin	130d682d-3e97-32f5-856e-85b5202b0326	['Irving Berlin']	['Irving Berlin']	Song	Q6532319	"original song written and composed by Irving Berlin; from the 1936 film ""Follow the Fleet"""	mc0002434178	https://en.wikipedia.org/wiki/Let%27s_Face_the_Music_and_Dance
708	dataset/jazz1350/Let's Fall In Love.xml	Let's Fall In Love	Harold Arlen	0cf1d0c1-c933-36a1-9d9f-c3bb8b2940cd	['Harold Arlen']	['Ted Koehler']	Song	Q6532323	"original song composed by Harold Arlen, lyrics by Ted Koehler; from the 1933 film ""Let's Fall in Love"""	mc0002602134	https://en.wikipedia.org/wiki/Let%27s_Fall_in_Love
709	dataset/jazz1350/Let's Get Away From It All.xml	Let's Get Away From It All	Dennis-Adair	3c3dc4e9-1462-3e10-8d63-5387084b44b5	['Matt Dennis']	['Tom Adair']	Song	Q6532333	original song composed by Matt Dennis, lyrics by Tom Adair; first recorded by Tommy Dorsey and His Orchestra		https://en.wikipedia.org/wiki/Let%27s_Get_Away_from_It_All
710	dataset/jazz1350/Let's Get Lost.xml	Let's Get Lost	Jimmy McHugh	ccadaf3c-1231-4334-a15d-67eee73e587b	['Frank Loesser', 'Jimmy McHugh']	[]	Song				
711	dataset/jazz1350/Li'l Darling.xml	Li'l Darling	Neal Hefti		[]	[]					
712	dataset/jazz1350/Light Blue.xml	Light Blue	Thelonious Monk	960f8068-8bf6-39b6-bf22-a64223e0e713	['Thelonious Monk']	[]	Song				
713	dataset/jazz1350/Ligia.xml	Ligia	Antonio Carlos Jobim	41f33853-7931-3e03-88fc-d0697a068e78	['Antônio Carlos Jobim', 'Chico Buarque']	[]					
714	dataset/jazz1350/Like A Lover.xml	Like A Lover	Dori Caymmi-Nelson Motta	057ccdc9-7e7e-3b32-b184-73f1861d18fe	['Dori Caymmi']	['Nelson Motta']	Song				
715	dataset/jazz1350/Like Someone In Love.xml	Like Someone In Love	Jimmy Van Heusen	5894be54-19fa-3668-bb08-ad4a192fd542	['Jimmy Van Heusen']	['Johnny Burke']	Song	Q6547136	"original song composed by Jimmy Van Heusen, lyrics by Johnny Burke; from the 1944 film ""Belle of the Yukon"""	mc0002419246	https://en.wikipedia.org/wiki/Like_Someone_in_Love
716	dataset/jazz1350/Like Sonny.xml	Like Sonny	John Coltrane	527ef46f-14c6-329c-8aaa-8344143a3b36	['John Coltrane']	[]	Song				
717	dataset/jazz1350/Lily of The Valley.xml	Lily of The Valley	Traditional	225bdf70-7cd1-4c20-815b-3acd9b831e3a	['[traditional]']	[]	Song				
718	dataset/jazz1350/Limbo.xml	Limbo	Wayne Shorter	5d75373f-871e-3cef-a81a-4f6b6521e25d	['Wayne Shorter']	[]	Song				
719	dataset/jazz1350/Limehouse Blues.xml	Limehouse Blues	Braham-Furber	97811bc2-8639-3175-aa14-4e592ed7590b	['Philip Braham']	['Douglas Furber']	Song	Q10562009	song composed by Philip Braham with lyrics by Douglas Furber performed by Louis Armstrong		https://en.wikipedia.org/wiki/Limehouse_Blues_(song)
720	dataset/jazz1350/Line For Lyons.xml	Line For Lyons	Gerry Mulligan	c251da54-cb64-367e-bbe8-cc1997f863c9	['Gerry Mulligan']	[]	Song	Q48833116	Jazz composition by Gerry Mulligan		
721	dataset/jazz1350/Linger Awhile.xml	Linger Awhile	Vincent Rose	caaf0fde-c464-47bc-a537-0f525be7ed7e	['Paul Whiteman', 'Vincent Rose']	['Harry Owens']	Song				
722	dataset/jazz1350/Litha.xml	Litha	Chick Corea	751684c0-5a6c-440e-9b1e-c1f4a5d49fbf	['Chick Corea']	[]	Song				
723	dataset/jazz1350/Little B's Poem.xml	Little B's Poem	Bobby Hutcherson	9497f446-1788-3eb0-bd27-76a41ca4a2eb	['Bobby Hutcherson']	[]	Song				
724	dataset/jazz1350/Little Boat (O Barquinho).xml	Little Boat (O Barquinho)	Roberto Menescal		[]	[]					
725	dataset/jazz1350/Little Chicago Fire.xml	Little Chicago Fire	Frank Foster		[]	[]					
726	dataset/jazz1350/Little Dancer.xml	Little Dancer	Tom Harrell	8d22e5fc-b51c-470d-8c4b-226a750fcc0b	['Tom Harrell']	[]					
727	dataset/jazz1350/Little Girl Blue.xml	Little Girl Blue	Richard Rodgers	f48c99d5-37ed-3b1f-a7a7-ff37ab47eb6d	['Richard Rodgers']	['Lorenz Hart']	Song	Q6650163	"original show tune by Rodgers and Hart; form the 1935 musical ""Jumbo"""	mc0002373766	https://en.wikipedia.org/wiki/Little_Girl_Blue_(song)
728	dataset/jazz1350/Little Niles.xml	Little Niles	Randy Weston	606a0fb4-43bf-49eb-8a91-5e6b7d56087e	['Randy Weston']	[]	Song				
729	dataset/jazz1350/Little Peace In C For You.xml	Little Peace In C For You	Michel Petrucciani	308bdfb6-f52d-4347-b6a5-645d5002f0ee	['Michel Petrucciani']	[]					
730	dataset/jazz1350/Little Rootie Tootie.xml	Little Rootie Tootie	Thelonious Monk	50993acd-521c-3292-9657-515f995542c2	['Thelonious Monk']	[]	Song				
731	dataset/jazz1350/Little Sunflower.xml	Little Sunflower	Freddie Hubbard	4d7aa886-b9bb-43c3-af55-62670bef6abf	['Freddie Hubbard']	[]	Song				
732	dataset/jazz1350/Little Waltz.xml	Little Waltz	Ron Carter	d9e7e7ce-2676-4eb5-848b-c625f3227a58	['Ron Carter']	[]	Song				
733	dataset/jazz1350/Little Willie Leaps.xml	Little Willie Leaps	Charlie Parker		[]	[]					
734	dataset/jazz1350/Liza.xml	Liza	George Gershwin	5ad918eb-0aba-4a22-9e1b-fb831b6391da	['George Gershwin']	[]	Song				
735	dataset/jazz1350/Locomotion.xml	Locomotion	John Coltrane	11c573ec-ad03-3582-8d1c-2f0e7ebde654	['John Coltrane']	[]	Song				
736	dataset/jazz1350/Lone Jack (Page 1).xml	Lone Jack (Page 1)	Pat Metheny	8f17f8ee-d231-3d63-b313-1fbf3a36a18e	['Lyle Mays', 'Pat Metheny']	[]					
737	dataset/jazz1350/Lone Jack (Page 2 - Solos).xml	Lone Jack (Page 2 - Solos)	Pat Metheny	8f17f8ee-d231-3d63-b313-1fbf3a36a18e	['Lyle Mays', 'Pat Metheny']	[]					
738	dataset/jazz1350/Lonely Dreams.xml	Lonely Dreams	Terry Gibbs	46233dab-adf6-44d0-a8a5-07f21388208e	['Terry Gibbs']	[]					
739	dataset/jazz1350/Lonesome Road, The.xml	Lonesome Road, The	Austin-Shilkret	4d6f685a-377a-3745-8dfd-38e0bb893a78	['Nathaniel Shilkret']	['Gene Austin']	Song	Q17146240	original song composed by Nathaniel Shilkret, lyrics by Gene Austin; first recorded by Gene Austin	mc0002416487	https://en.wikipedia.org/wiki/The_Lonesome_Road
740	dataset/jazz1350/Long Ago And Far Away.xml	Long Ago And Far Away	Jerome Kern	7c0aca0a-e8a0-39ae-a8c3-2e6c17240071	['Jerome Kern']	['Ira Gershwin']	Song	Q721758	"original song composed by Jerome Kern, lyrics by Ira Gershwin; from the 1944 movie ""Cover Girl"""	mc0002403402	https://en.wikipedia.org/wiki/Long_Ago_(and_Far_Away)
741	dataset/jazz1350/Lonnie's Lament.xml	Lonnie's Lament	John Coltrane	6b930570-a7c6-3217-8684-12b557ab1e24	['John Coltrane']	[]	Song				
742	dataset/jazz1350/Look For The Silver Lining.xml	Look For The Silver Lining	Jerome Kern	c7ff39d3-72c1-4905-a3e3-b28f396c0c6d	['Jerome Kern']	['Buddy DeSylva']	Song	Q1869683	song performed by Andy Williams		https://en.wikipedia.org/wiki/Look_for_the_Silver_Lining
743	dataset/jazz1350/Look Of Love, The.xml	Look Of Love, The	Burt Bacharach	89e7bb3b-01d3-3a29-a031-10413e35bb45	['Burt Bacharach']	['Hal David']	Song	Q3521647	"original film song composed by Burt Bacharach, lyrics by Hal David; from the 1967 film ""Casino Royale"", performed by Dusty Springfield"	mc0002547980	https://en.wikipedia.org/wiki/The_Look_of_Love_(1967_song)
744	dataset/jazz1350/Look To The Rainbow.xml	Look To The Rainbow	Burton Lane	d73a93f3-d94f-3f8c-850c-0bfea0bc50cb	['Burton Lane']	['Yip Harburg']	Song				
745	dataset/jazz1350/Look To The Sky.xml	Look To The Sky	Antonio Carlos Jobim		[]	[]					
746	dataset/jazz1350/Looking Up.xml	Looking Up	Michel Petrucciani	076c9bc3-7c23-42b6-8433-bf21e35b7a55	['Michel Petrucciani']	[]					
747	dataset/jazz1350/Loop, The.xml	Loop, The	Chick Corea		[]	[]					
748	dataset/jazz1350/Lotus Blossom.xml	Lotus Blossom	Billy Strayhorn	461db6ab-5565-3018-b397-76a3cbb1a807	['Billy Strayhorn']	[]					
749	dataset/jazz1350/Lotus Eaters Bittersweet.xml	Lotus Eaters Bittersweet	Billy Strayhorn	b06b11f7-ffb2-31fe-a0e5-74d4f8586447	['Billy Gould', 'Jim Martin', 'Mike Bordin', 'Roddy Bottum']	['Mike Patton']	Song				
